donor_id,donor_name,biological_sex,age,full_genotype
451119,Sncg-IRES2-FlpO-neo;Ai65F-451119,F,P89,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
453077,Sncg-IRES2-FlpO-neo;Ai65F-453077,F,P89,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
460304,Sncg-IRES2-FlpO-neo;Ai65F-460304,M,P49,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
456110,Sncg-IRES2-FlpO-neo;Ai65F-456110,F,10 wks,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
460308,Sncg-IRES2-FlpO-neo;Ai65F-460308,F,P50,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
458607,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-458607,F,P59,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460309,Sncg-IRES2-FlpO-neo;Ai65F-460309,F,P52,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
458808,Sst-IRES-Cre;Ai14-458808,F,P59,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
459713,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-459713,F,P56,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460310,Sncg-IRES2-FlpO-neo;Ai65F-460310,F,P53,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
460584,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-460584,M,P56,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460694,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460694,M,P54,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460585,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-460585,F,P57,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460695,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695,M,P55,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460696,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460696,F,P57,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
460700,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460700,F,P58,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
461574,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461574,F,P54,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
462276,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462276,M,P55,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
461933,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-461933,F,P55,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
462536,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65,F,P53,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
462280,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462280,F,P58,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
462539,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462539-Ai65,F,P55,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
465339,Nkx2-1-CreERT2;Ai14-465339,M,P43,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
465338,Nkx2-1-CreERT2;Ai14-465338,M,6 wks,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
462281,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-462281,F,P59,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
465341,Nkx2-1-CreERT2;Ai14-465341,F,P46,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
463471,Pvalb-IRES-Cre;Ai14-463471,M,P55,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
463219,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463219,M,P56,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
463588,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-463588,M,P54,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt
465343,Nkx2-1-CreERT2;Ai14-465343,F,P48,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
463402,Sst-IRES-Cre;Ai14-463402,M,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
463593,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-463593,F,P56,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt
463221,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-463221,M,P58,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
465344,Nkx2-1-CreERT2;Ai14-465344,F,P49,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
463831,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-463831,M,P56,Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
465348,Nkx2-1-CreERT2;Ai14-465348,F,P50,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt
467263,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-467263-Ai65,F,P55,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
467912,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-467912,F,P55,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt
468415,Pvalb-IRES-Cre;Ai14-468415,M,P56,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
468435,Htr3a-Cre_NO152;Ai14-468435,M,P56,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
468417,Pvalb-IRES-Cre;Ai14-468417,F,P57,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
468437,Htr3a-Cre_NO152;Ai14-468437,F,P57,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
470194,Ndnf-IRES2-dgCre;Ai14-470194,M,P52,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
470550,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550,M,P50,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
470195,Ndnf-IRES2-dgCre;Ai14-470195,M,P53,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
470551,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551,M,P51,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
469302,Chat-IRES-Cre-neo;Ai14-469302,M,P57,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
470196,Ndnf-IRES2-dgCre;Ai14-470196,F,P55,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
470552,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552,M,P53,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
470303,Pvalb-IRES-Cre;Ai14-470303,M,P55,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
470557,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470557,F,P54,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
469304,Chat-IRES-Cre-neo;Ai14-469304,F,P60,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
470692,Slc17a7-IRES2-Cre;Ai14-470692,M,P56,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
470677,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-470677,M,P56,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
471157,Gad2-IRES-Cre;Ai14-471157,M,P55,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
471160,Gad2-IRES-Cre;Ai14-471160,F,P57,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
471296,Sst-IRES-Cre;Ai14-471296,M,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
470694,Slc17a7-IRES2-Cre;Ai14-470694,M,P60,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
471959,Gad2-IRES-Cre;Ai14-471959,M,P55,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
472419,Vip-IRES-Cre;Ai14-472419,M,P53,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
471960,Gad2-IRES-Cre;Ai14-471960,M,P56,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
472421,Vip-IRES-Cre;Ai14-472421,M,P54,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
471961,Gad2-IRES-Cre;Ai14-471961,M,P57,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
472422,Vip-IRES-Cre;Ai14-472422,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
473098,Gad2-IRES-Cre;Ai14-473098,F,P56,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
473099,Gad2-IRES-Cre;Ai14-473099,F,P56,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
472189,Ntsr1-Cre_GN220;Ai14-472189,M,P62,Ntsr1-Cre_GN220/wt;Ai14(RCL-tdT)/wt
473603,Gad2-IRES-Cre;Ai14-473603,M,P55,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
473797,Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-473797,F,P56,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
473604,Gad2-IRES-Cre;Ai14-473604,M,P58,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
473972,Ntsr1-Cre_GN220;Ai14-473972,F,P57,Ntsr1-Cre_GN220/wt;Ai14(RCL-tdT)/wt
474663,Vip-IRES-Cre;Ai14-474663,M,P56,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
474772,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-474772,M,P56,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
474665,Vip-IRES-Cre;Ai14-474665,M,P57,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
474670,Vip-IRES-Cre;Ai14-474670,F,P59,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
476127,Slc32a1-IRES-Cre;Ai14-476127,M,P55,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
476322,Gad2-IRES-Cre;Ai14-476322,F,P54,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
476128,Slc32a1-IRES-Cre;Ai14-476128,F,P56,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
476712,Slc32a1-IRES-Cre;Ai14-476712,M,P56,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
476902,Slc17a7-IRES2-Cre;Ai14-476902,M,P55,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
476713,Slc32a1-IRES-Cre;Ai14-476713,M,P57,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
476325,Gad2-IRES-Cre;Ai14-476325,F,P58,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
477022,Sncg-IRES2-FlpO-neo;Ai65F-477022,F,P58,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
477504,Slc32a1-IRES-Cre;Ai14-477504,F,P57,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
477848,Glt25d2-Cre_NF107;Ai14-477848,M,P56,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt
478338,Pvalb-IRES-Cre;Ai14-478338,F,P54,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
478316,Slc17a6-IRES-Cre;Ai14-478316,M,P56,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt
477850,Glt25d2-Cre_NF107;Ai14-477850,M,P59,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt
478795,Slc32a1-IRES-Cre;Ai14-478795,M,P57,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
479903,Sncg-IRES2-FlpO-neo;Ai65F-479903,M,P52,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
479200,Vip-IRES-Cre;Ai14-479200,F,P58,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
479904,Sncg-IRES2-FlpO-neo;Ai65F-479904,M,P54,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
479510,Slc17a7-IRES2-Cre;Ai14-479510,F,P56,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
479201,Vip-IRES-Cre;Ai14-479201,F,P59,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
479513,Slc17a7-IRES2-Cre;Ai14-479513,F,P57,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
479511,Slc17a7-IRES2-Cre;Ai14-479511,F,P57,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
479202,Vip-IRES-Cre;Ai14-479202,F,P60,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
479908,Sncg-IRES2-FlpO-neo;Ai65F-479908,F,P56,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
479512,Slc17a7-IRES2-Cre;Ai14-479512,F,P58,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
483226,Oxtr-T2A-Cre;Ai14-483226,M,P52,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
480219,Sncg-IRES2-FlpO-neo;Ai65F-480219,M,P57,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
480220,Sncg-IRES2-FlpO-neo;Ai65F-480220,M,P57,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
483227,Oxtr-T2A-Cre;Ai14-483227,M,P53,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
480221,Sncg-IRES2-FlpO-neo;Ai65F-480221,M,P58,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
483228,Oxtr-T2A-Cre;Ai14-483228,M,P55,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
481159,Sncg-IRES2-FlpO-neo;Ai65F-481159,F,P55,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
483229,Oxtr-T2A-Cre;Ai14-483229,M,P56,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
482481,Htr3a-Cre_NO152;Ai14-482481,M,P53,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
481679,Gad2-IRES-Cre;Ai14-481679,M,P56,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
482431,Slc17a6-IRES-Cre;Ai14-482431,M,P53,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt
482435,Slc17a6-IRES-Cre;Ai14-482435,F,P54,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt
481681,Gad2-IRES-Cre;Ai14-481681,F,P59,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
484066,Oxtr-T2A-Cre;Ai14-484066,M,P55,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
484137,Sncg-IRES2-FlpO-neo;Ai65F-484137,M,P54,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
484067,Oxtr-T2A-Cre;Ai14-484067,M,P56,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
484140,Sncg-IRES2-FlpO-neo;Ai65F-484140,F,P55,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485419,Sncg-IRES2-FlpO-neo;Ai65F-485419,M,P54,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485420,Sncg-IRES2-FlpO-neo;Ai65F-485420,M,P55,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485421,Sncg-IRES2-FlpO-neo;Ai65F-485421,M,P58,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485422,Sncg-IRES2-FlpO-neo;Ai65F-485422,M,P58,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485430,Sncg-IRES2-FlpO-neo;Ai65F-485430,M,P59,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485432,Sncg-IRES2-FlpO-neo;Ai65F-485432,M,P61,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
485436,Sncg-IRES2-FlpO-neo;Ai65F-485436,F,P62,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
486247,Slc32a1-IRES-Cre;Ai14-486247,M,P60,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
486248,Slc32a1-IRES-Cre;Ai14-486248,M,P60,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
486249,Slc32a1-IRES-Cre;Ai14-486249,F,9 wks,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
486797,Slc32a1-IRES-Cre;Ai14-486797,F,P61,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
488439,Pvalb-IRES-Cre;Ai14-488439,M,P54,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
488440,Pvalb-IRES-Cre;Ai14-488440,M,P55,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
488441,Pvalb-IRES-Cre;Ai14-488441,M,P57,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
488847,Gad2-IRES-Cre;Ai14-488847,F,P54,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
489754,Oxtr-T2A-Cre;Ai14-489754,M,P55,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
490004,Slc17a8-iCre;Ai14-490004,M,P53,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt
490006,Slc17a8-iCre;Ai14-490006,F,P53,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt
490008,Slc17a8-iCre;Ai14-490008,F,P56,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt
491001,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-491001-Ai65,M,P54,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
490922,Slc17a6-IRES-Cre;Ai14-490922,M,P55,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt
491006,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-491006-Ai65,F,P54,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
491276,Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-491276,F,P56,Pvalb-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt
491782,Oxtr-T2A-Cre;Ai14-491782,M,P56,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
491843,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-491843,M,P55,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
491787,Oxtr-T2A-Cre;Ai14-491787,F,P59,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
492792,Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-492792,F,P57,Chrna2-Cre_OE25/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
493643,Slc32a1-IRES-Cre;Ai14-493643,M,P55,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
493257,Htr3a-Cre_NO152;Ai14-493257,F,P58,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
494559,Glt25d2-Cre_NF107;Ai14-494559,M,P51,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt
493601,Esr2-IRES2-Cre;Ai14-493601,F,P59,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
494674,Esr2-IRES2-Cre;Ai14-494674,F,P57,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
495723,Ctgf-T2A-dgCre;Ai14-495723,F,P55,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt
495722,Ctgf-T2A-dgCre;Ai14-495722,F,P57,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt
495271,Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-495271,M,P60,Vipr2-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
495724,Ctgf-T2A-dgCre;Ai14-495724,F,P58,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt
496562,Ctgf-T2A-dgCre;Ai14-496562,M,P58,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt
498264,Glt25d2-Cre_NF107;Ai14-498264,M,P52,Glt25d2-Cre_NF107/wt;Ai14(RCL-tdT)/wt
498000,Esr2-IRES2-Cre;Ai14-498000,M,P53,Esr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
498109,Ctgf-T2A-dgCre;Ai14-498109,M,P55,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt
498110,Ctgf-T2A-dgCre;Ai14-498110,M,P56,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt
498593,Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-498593,F,P55,Vipr2-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
499188,Sncg-IRES2-FlpO-neo;Ai65F-499188,F,P59,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
499189,Sncg-IRES2-FlpO-neo;Ai65F-499189,F,P60,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
499514,Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-499514,M,P57,Vipr2-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
499190,Sncg-IRES2-FlpO-neo;Ai65F-499190,F,P61,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
500011,Oxtr-T2A-Cre;Ai14-500011,F,P55,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
499191,Sncg-IRES2-FlpO-neo;Ai65F-499191,F,P62,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
500414,Sncg-IRES2-FlpO-neo;Ai65F-500414,M,P55,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
500415,Sncg-IRES2-FlpO-neo;Ai65F-500415,M,P55,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt
500806,Etv1-CreERT2;Sst-IRES-FlpO;Ai65-500806,M,P53,Etv1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
500809,Etv1-CreERT2;Sst-IRES-FlpO;Ai65-500809,F,P54,Etv1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
500776,Oxtr-T2A-Cre;Ai14-500776,M,P57,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
508158,Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-508158,M,P54,Vipr2-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
508159,Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-508159,M,P55,Vipr2-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
